Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
11942,48,1.0,44.825250190495375,24.240045212498355,8.0,7,12.0,1981,0.041124634,B,B,46,9515,5,,1,10,B,207633.6602870756
1190,8,2.0,49.39599972865716,28.299600040195045,5.0,6,5.0,1962,0.458174486,B,A,26,4439,1,1130.0,1,5,B,186971.9265661055
4581,1,1.0,47.582479895571225,,1.0,16,16.0,1977,0.007122317,B,B,1,264,0,,0,1,B,128803.59381001431
367,45,1.0,42.367288692851375,40.012528663007295,1.0,16,14.0,2015,0.195781053,B,B,23,5212,6,,3,2,B,250466.98077681608
8768,63,1.0,50.97489077227677,,1.0,7,16.0,2018,0.23861713,B,B,26,3889,6,705.0,3,6,B,260328.41337559265
8471,20,3.0,75.61106465625633,47.49462144277383,8.0,11,9.0,1976,0.019508796,B,B,37,7687,11,176.0,5,5,B,366916.2464940092
1550,7,3.0,86.32636026251232,46.09724096684023,10.0,3,17.0,1986,0.0,B,B,23,5067,4,,2,6,B,421803.74875276635
13427,103,1.0,38.174327931544674,23.123014447210174,9.0,6,12.0,1969,0.014423114,B,B,19,3806,4,,0,3,B,194273.04455506642
4717,27,1.0,44.20394691086295,,0.0,2,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,135466.55995845908
4521,6,2.0,65.40996541571897,,1.0,18,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,191205.27260844488
8553,88,3.0,83.26252987516949,4.7691744289810005,1.0,13,1.0,1977,0.127375905,B,B,43,8429,3,,3,9,B,410883.89201982936
1403,67,2.0,52.96691455467195,33.79333603319955,8.0,13,14.0,1985,0.0077202819999999985,B,B,38,4788,2,,0,4,B,235998.2077440021
1924,24,1.0,34.127058575140786,19.435737708983073,6.0,5,5.0,1960,0.111627393,B,B,50,12238,8,1970.0,2,3,B,173155.77077902228
5273,23,2.0,53.19964976411252,32.45905229638281,9.0,3,3.0,2019,0.005767451,B,B,1,388,0,,0,0,B,94061.94357934453
5931,23,1.0,43.03339773536077,,1.0,3,4.0,1977,0.014072961,B,B,2,475,0,,0,0,B,72659.97157533352
13084,38,1.0,47.837629919443124,22.2977391797552,1.0,21,24.0,2014,0.060753049,B,B,15,2787,2,520.0,0,7,B,233717.29870884214
3876,100,4.0,104.76902158523696,79.31665044874494,8.0,4,8.0,1960,0.200146802,B,B,23,3975,8,770.0,2,0,B,600903.8285622502
847,74,2.0,73.31497505994463,74.13126066002347,1.0,7,6.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,254005.38186295828
7757,27,2.0,58.78366099380082,55.441255821329314,11.0,13,12.0,1977,0.011654127,B,B,4,915,0,,0,0,B,138396.98461170195
3961,23,2.0,65.8329536451764,,1.0,11,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,193398.61374915
57,35,2.0,46.76017688460839,29.82914715605585,6.0,4,9.0,1974,0.089039719,B,B,33,7976,5,,0,11,B,203384.32802587762
1699,9,1.0,78.9361644571503,76.74665410997709,1.0,8,7.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,226206.96243502828
7679,23,2.0,55.521797407031706,,0.0,3,4.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B,93217.7529240404
3736,167,2.0,56.71277142064889,36.45406385517439,7.0,6,5.0,1956,0.050272014,B,B,21,4231,14,1020.0,0,3,B,299177.50263524376
10954,119,1.0,32.99499423527054,17.717022189890667,5.0,4,5.0,1963,0.033493708,B,B,66,10573,1,1322.0,3,8,B,158611.39437663936
7161,129,3.0,80.91644470821366,52.86178492766021,8.0,2,5.0,1961,0.020741326,B,B,24,5613,5,1340.0,2,5,B,308656.41967736284
8576,4,2.0,53.17979115459322,50.64379669225085,5.0,5,12.0,1976,0.042031587,B,B,37,6856,84,1940.0,2,5,B,308108.23387345177
3486,62,1.0,33.07180726663486,22.237242127160783,6.0,2,9.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B,154480.96795636456
9024,6,3.0,79.79076199740489,,1.0,16,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,193595.80051050446
8007,173,2.0,44.57722076629535,31.53370069059577,5.0,3,5.0,1969,0.081943463,B,B,20,2738,20,,1,4,B,301309.74408345786
6728,37,4.0,99.15406269149315,66.56719469586398,9.0,18,22.0,1985,0.127811589,B,B,28,7287,5,320.0,1,3,B,362108.4338133904
6186,1,1.0,62.00607852861632,,1.0,7,1.0,1977,0.007122317,B,B,1,264,0,,0,1,B,197006.1241876457
12307,60,1.0,40.0649141598976,38.73328804612138,8.0,13,14.0,1974,0.007658515,B,B,35,7077,56,2301.0,3,19,B,160810.5466807867
5474,111,2.0,63.79106395448328,40.75758734473419,10.0,16,22.0,2006,0.093442564,B,B,23,4635,5,3300.0,2,4,B,91594.31553801152
9629,124,3.0,78.27522650652459,58.33087559633692,6.0,9,9.0,1953,0.16909109,B,B,19,3856,10,,2,5,B,387904.13631971186
12774,157,2.0,62.747509162160966,28.196812696518478,8.0,5,10.0,1956,0.0,B,B,30,7538,87,4702.0,5,5,B,555661.9439687196
15626,138,1.0,36.32188410854477,21.862420785820184,5.0,2,9.0,1973,0.195781053,B,B,23,5212,6,,3,2,B,165911.1630485483
9480,37,2.0,57.55610181479205,32.830743185442394,8.0,6,16.0,1982,0.232205084,B,B,24,4860,1,80.0,0,3,B,254688.11688666075
1414,147,1.0,37.83656091122346,21.208419887190505,9.0,11,14.0,1973,0.319809354,B,B,25,4756,16,2857.0,5,8,B,198633.62900969788
1849,66,1.0,42.01979508688624,21.14737194085171,13.0,4,5.0,1965,0.111627393,B,B,50,12238,8,1970.0,2,3,B,180450.68204402085
16780,42,1.0,40.89352700876577,18.251862358875485,10.0,4,24.0,2007,0.158249043,B,B,21,5731,0,,1,0,B,171531.56915459645
16752,1,3.0,79.07867281708461,,1.0,2,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,200932.35032915202
2304,94,1.0,35.562393798612455,17.52672637150672,7.0,8,9.0,1972,0.282797669,B,B,33,8667,2,,0,6,B,170703.86725876507
6846,27,1.0,52.08443546914479,,6.0,13,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A,155463.0920325192
10593,41,3.0,87.92496243252934,44.98482359836896,12.0,13,14.0,2013,0.175054867,B,B,36,10055,3,,1,0,B,202696.04613505164
2556,23,1.0,43.04351178074749,,1.0,8,25.0,2014,0.075778755,B,B,6,1437,3,,0,2,B,124902.5557874368
3849,23,1.0,44.669037850982335,,1.0,5,17.0,1977,0.014072961,B,B,2,475,0,,0,0,B,80356.31884143525
11630,58,1.0,30.961867784280066,15.168643858942186,6.0,3,12.0,1973,0.31019913,B,B,11,2748,1,,0,0,B,117941.28675294653
3992,1,3.0,87.20062463308382,87.73022491210894,0.0,21,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B,300180.3656688172
8364,63,1.0,41.27553778947208,23.06457716025959,8.0,4,12.0,1983,0.23861713,B,B,26,3889,6,705.0,3,6,B,181842.46125624425
14385,75,1.0,47.5445205838825,21.48471354712696,8.0,7,17.0,1979,0.050755569,B,B,24,5469,1,145.0,0,1,B,250434.86992014808
5661,147,3.0,75.49491995109061,49.02885620577228,7.0,7,12.0,1966,0.319809354,B,B,25,4756,16,2857.0,5,8,B,422637.794709854
3157,81,4.0,90.62047287074104,62.28324321665264,8.0,7,10.0,1960,0.319809354,B,B,25,4756,16,2857.0,5,8,B,526817.5633390079
3585,110,2.0,55.681776413210144,32.43445241809937,8.0,12,12.0,1995,0.033493708,B,B,66,10573,1,1322.0,3,8,B,223528.98257966046
3524,6,1.0,38.50640717439108,,1.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,128959.85248764248
13726,27,1.0,47.557691263772924,22.68232127479575,1.0,16,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B,130190.64357920545
5643,9,1.0,36.47008559970377,20.80264547481964,9.0,5,12.0,2008,0.161531741,B,B,25,5648,1,30.0,2,4,B,144224.82073375766
1140,45,1.0,40.17818859271135,19.442491727110763,9.0,10,12.0,1968,0.014423114,B,B,19,3806,4,,0,3,B,211360.70205978784
9393,23,1.0,37.36522922830802,,1.0,3,3.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B,91945.04570153714
7381,5,2.0,45.08810816541614,27.268514558279524,6.0,3,9.0,1971,0.150817539,B,B,16,3433,4,2643.0,4,5,B,228628.22570789306
11983,5,2.0,56.58182521155618,30.242432189590268,8.0,6,14.0,1977,0.150817539,B,B,16,3433,4,2643.0,4,5,B,298194.5131791228
11771,45,1.0,38.46727580065075,39.624493099202034,1.0,11,9.0,1977,0.195781053,B,B,23,5212,6,,3,2,B,247440.53060064913
16429,57,3.0,64.86981283880701,63.55496139752924,8.0,6,9.0,1977,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,291872.4137006557
2286,99,2.0,47.304765674086,28.737214919513068,6.0,9,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B,188832.70553528785
13235,77,1.0,38.50541669818168,25.63626519010819,7.0,12,12.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,174776.0316673406
7285,5,1.0,34.1855157858216,24.583011922154284,5.0,2,5.0,1968,0.150817539,B,B,16,3433,4,2643.0,4,5,B,144605.50562142633
11919,11,1.0,40.531647898498285,21.9670204784869,10.0,12,16.0,1982,0.00016967599999999998,B,B,36,5992,0,,1,1,B,165302.1305422592
11507,61,2.0,52.67851029749587,33.43406350618041,8.0,12,17.0,2003,0.300322518,B,B,52,10311,6,,1,9,B,295873.5506603369
4758,23,2.0,65.19410456757899,,1.0,4,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,158591.79176787275
897,111,4.0,98.30504001612387,63.95227439055778,14.0,3,17.0,2003,0.135649789,B,B,46,7960,6,350.0,3,11,B,474500.5855912774
10807,120,3.0,58.964244575852724,39.54078470321807,6.0,6,9.0,1976,0.341071945,B,B,27,5664,48,2300.0,3,11,B,86480.95622349638
12537,1,1.0,45.73443867453378,,1.0,21,4.0,1977,0.007122317,B,B,1,264,0,,0,1,B,179032.66611623476
4439,121,2.0,59.84001604528271,,0.0,22,1.0,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B,305673.9362067691
13616,27,1.0,37.34050780705346,37.024630558138035,10.0,8,17.0,2017,0.211401214,B,B,9,1892,0,,0,1,B,108540.77296972286
16163,101,2.0,51.88510468106382,34.02489830961289,9.0,9,12.0,1968,0.225824954,A,B,41,6558,7,1548.0,3,2,B,230372.6610038333
12715,101,2.0,44.832124607800644,27.250563261421682,5.0,4,5.0,1964,0.225824954,A,B,41,6558,7,1548.0,3,2,B,177535.3737452566
2357,32,1.0,31.828479974777355,15.222565328396248,5.0,5,5.0,1972,0.135649789,B,B,46,7960,6,350.0,3,11,B,170343.755036283
15484,21,1.0,41.49833922721908,22.398630947757262,8.0,3,14.0,1991,0.194489265,B,B,47,8004,3,125.0,3,5,B,165446.79634548828
12339,23,1.0,47.48558464875349,,0.0,5,3.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B,126602.6739815092
16695,23,1.0,36.93154472981459,,1.0,8,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,123225.90337009089
14717,21,1.0,37.57287309620049,23.111218325267462,6.0,5,6.0,1962,0.034331497,B,B,25,5487,3,,0,4,B,178032.89265551206
13145,58,2.0,49.87163719238979,31.127614709341717,6.0,3,9.0,1969,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,152555.76054157945
7028,111,2.0,54.39289966861579,30.792076715338197,8.0,15,17.0,1990,0.0,B,B,36,6714,2,2672.0,0,2,B,214439.61236821147
6392,27,3.0,49.02974651193822,,0.0,17,25.0,2016,0.072157581,B,B,2,629,1,,0,0,A,138397.35712228325
13343,74,2.0,79.93766464272322,82.9315950183548,1.0,8,21.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,226808.7471681844
15456,140,2.0,47.781595247539826,30.780010059740327,5.0,4,5.0,1960,0.23861713,B,B,26,3889,6,705.0,3,6,B,204610.6486302805
12734,23,3.0,79.54106882647676,46.14640658027075,12.0,7,17.0,2011,0.075778755,B,B,6,1437,3,,0,2,B,145255.444043028
2497,6,3.0,80.98307746964342,49.86671383605175,12.0,17,17.0,2011,0.243204519,B,B,5,1564,0,540.0,0,0,B,212387.35341070392
4496,7,3.0,73.44184771327531,46.42188931761016,9.0,8,16.0,2012,0.130617806,B,B,39,10418,9,900.0,1,9,B,199179.72589465068
9544,46,1.0,36.136757233069375,21.140933803727336,5.0,3,5.0,1968,0.0,B,B,47,11319,0,1145.0,3,5,B,173393.07096786812
12997,4,3.0,75.12838929239344,52.754245789960834,8.0,9,9.0,1956,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,574631.3340507058
13189,11,2.0,46.832679040564756,28.48489134073225,6.0,7,9.0,1974,0.00016967599999999998,B,B,36,5992,0,,1,1,B,210486.25913632664
8871,91,1.0,31.691656654453602,20.10851734581756,5.0,1,5.0,1965,0.000995363,B,B,42,7651,1,,1,5,B,140029.71954866382
14497,30,3.0,80.82081357532594,,10.0,3,3.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,187612.01071040455
8746,0,3.0,65.75625669498976,46.31415111007102,6.0,2,9.0,1969,0.319809354,B,B,25,4756,16,2857.0,5,8,B,293122.5288732056
13875,20,1.0,28.438793880976228,32.51402129469755,6.0,6,10.0,2014,0.019508796,B,B,37,7687,11,176.0,5,5,B,199248.11437562987
12321,33,2.0,44.4172364098396,,0.0,7,5.0,1977,0.236108458,B,B,16,3893,27,,3,10,B,240274.79503573853
5720,27,2.0,66.57716253070629,,1.0,10,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B,187907.06715514246
10773,77,3.0,79.1958250694062,44.42106238405697,10.0,16,17.0,1984,0.298204575,B,B,16,4048,3,,1,3,B,322048.43399028893
13232,23,2.0,61.42259578595206,60.242931325402004,1.0,14,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,162052.06450784186
5594,23,3.0,105.47925641023848,,1.0,16,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,245260.2310071209
7944,23,2.0,62.485260284906616,,1.0,23,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,166176.55791809937
2881,85,3.0,72.12006654074001,47.89626152927641,10.0,9,16.0,1982,0.037177818,B,B,52,11217,1,2300.0,1,7,B,290525.22357393557
5112,6,2.0,63.59173987343626,0.7955394676818128,10.0,17,17.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B,174741.9980609786
12709,6,2.0,65.22453290111818,,0.0,15,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,173654.55177500538
16102,17,1.0,38.59578191593378,19.418503519165064,10.0,14,12.0,1966,0.0,B,B,18,3374,5,620.0,1,2,B,202533.97064362981
11018,56,3.0,67.42451318833426,42.97265260262725,8.0,2,16.0,1982,0.035145267,B,B,42,9292,3,2620.0,0,3,B,334325.6439923818
739,84,4.0,102.52227025853406,74.51346247276857,9.0,4,5.0,1961,0.14966637300000002,B,B,22,4789,2,4087.0,4,1,B,415574.1158191548
14634,137,3.0,72.0007584897108,47.96742970922905,7.0,17,16.0,1981,0.200146802,B,B,23,3975,8,770.0,2,0,B,381975.5122369781
6119,67,2.0,48.426216762076976,28.11000461078257,5.0,3,9.0,1978,0.0077202819999999985,B,B,38,4788,2,,0,4,B,219765.0281427781
1037,48,3.0,62.34636249335721,46.48336522413434,6.0,2,12.0,1982,0.041124634,B,B,46,9515,5,,1,10,B,296954.4462646551
3794,143,2.0,53.0697058876927,30.643958259061698,10.0,7,16.0,1978,0.049863387,B,B,18,3746,9,75.0,3,1,B,372616.4560178341
5041,66,1.0,41.678418167229644,23.57421278293053,9.0,5,14.0,1973,0.111627393,B,B,50,12238,8,1970.0,2,3,B,208885.90899877038
810,11,1.0,40.27664954105588,20.699972288693687,7.0,9,9.0,1979,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,157759.0265475383
8800,23,1.0,29.706031166139354,,0.0,5,12.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B,60502.58349957876
15914,63,2.0,43.98014287359924,29.576740892578922,5.0,6,12.0,1971,0.23861713,B,B,26,3889,6,705.0,3,6,B,254391.27332749646
8261,57,1.0,40.945753903743096,22.586388366420973,9.0,8,16.0,1979,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,183295.13264780046
4218,88,1.0,42.61479742870434,,10.0,13,20.0,2015,0.127375905,B,B,43,8429,3,,3,9,B,221782.00220471376
16407,31,1.0,35.461751545834545,19.262116728102672,6.0,2,5.0,1961,0.151346216,B,A,32,5889,10,830.0,4,1,B,183658.92522643995
9509,9,2.0,60.900177745722225,57.196914423384726,1.0,2,11.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,166221.47021029654
5284,27,4.0,119.91498998118117,78.5188744426096,13.0,8,12.0,2015,0.072157581,B,B,2,629,1,,0,0,A,221374.05729278226
15522,21,2.0,52.737150171408466,31.987233856418477,8.0,11,17.0,1993,0.194489265,B,B,47,8004,3,125.0,3,5,B,208896.49584913746
15714,5,3.0,61.13602305790987,38.541425006226724,7.0,10,9.0,1976,0.150817539,B,B,16,3433,4,2643.0,4,5,B,298947.3227421746
6745,6,1.0,50.761798029086144,,1.0,4,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,137820.11589642215
9529,1,1.0,41.75375025485239,,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,135630.04564263002
3578,11,2.0,46.88051184685202,26.398784189550003,5.0,7,5.0,1966,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,189473.46385354557
5402,27,4.0,98.64940403081155,100.85591059836969,1.0,3,1.0,2019,0.072157581,B,B,2,629,1,,0,0,A,294689.6147935343
15216,53,2.0,59.26241529167685,37.20327055790678,10.0,11,17.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B,308901.3520000765
13744,163,3.0,71.97240857078397,47.22220255570954,7.0,9,12.0,1991,0.007658515,B,B,35,7077,56,2301.0,3,19,B,415613.5584305778
8423,96,1.0,41.888845420711974,22.447228441092086,8.0,10,14.0,1995,0.041116354,B,B,53,14892,4,,1,4,B,174939.5373207675
11249,200,3.0,107.5348209579678,63.51612091224393,12.0,6,16.0,1997,0.0,B,B,33,7425,1,,2,5,B,587987.4021043336
16007,53,3.0,73.63578631797326,44.882855280678456,7.0,12,12.0,1981,0.049637257,B,B,34,7759,0,229.0,1,3,B,375533.6643054875
10703,78,1.0,45.854822033845366,40.112190216662995,10.0,17,24.0,2009,0.092290642,B,B,21,4346,2,165.0,1,2,B,212021.25825138294
6962,27,2.0,44.01666960789737,27.889288417651173,5.0,3,5.0,1975,0.211401214,B,B,9,1892,0,,0,1,B,122017.66964650506
10626,44,1.0,38.44138160729067,20.450657961053672,9.0,11,12.0,1972,0.036122292,B,B,24,4378,0,1036.0,1,1,B,203275.6843611061
12719,53,2.0,57.92193179996679,37.714088173105004,10.0,11,24.0,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B,346494.28358580195
12947,53,2.0,56.02334207717214,,0.0,14,0.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B,247074.56483183
10529,182,3.0,45.37842417454849,30.651800602374987,6.0,5,4.0,1977,0.246623602,B,B,14,2940,45,,3,6,B,352139.64408884157
2043,77,3.0,66.59464150090795,49.46424006065722,6.0,14,12.0,1976,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,238561.87098655148
6556,111,2.0,57.65836071930564,30.79083454609429,9.0,12,21.0,2010,0.093442564,B,B,23,4635,5,3300.0,2,4,B,400989.19361703115
12870,2,1.0,35.33494896234025,22.146378173439302,5.0,2,5.0,1968,0.309479124,B,B,35,7715,4,990.0,0,6,B,158806.98113840097
7682,9,3.0,79.8304393653747,48.26503036322548,10.0,5,14.0,1993,0.161531741,B,B,25,5648,1,30.0,2,4,B,246800.15531296981
9880,27,1.0,48.17595936327145,20.282927821240865,16.0,2,14.0,2011,0.051815435,B,B,5,1227,0,,0,0,B,131073.65850509165
13146,74,1.0,46.44971085686901,,0.0,6,0.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,168705.45014826118
12868,73,2.0,60.923521797016726,39.4872032056718,7.0,9,16.0,2007,0.042031587,B,B,37,6856,84,1940.0,2,5,B,426593.2611530737
6782,45,1.0,2.954308616913197,5.25727846885224,1.0,3,1.0,1977,0.195781053,B,B,23,5212,6,,3,2,B,438005.1823233111
16418,9,2.0,77.69953552967476,,1.0,4,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,228956.20490209232
11805,6,1.0,42.73088405699087,,1.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,129409.39379445465
15252,23,1.0,54.42906662438479,,0.0,4,9.0,1977,0.014072961,B,B,2,475,0,,0,0,B,106429.78223028069
10005,58,1.0,44.995129916611894,47.483236135812405,0.0,3,2.0,2019,0.43788524,B,B,23,5735,3,1084.0,0,5,B,106866.24874556783
2426,0,1.0,33.23785681524543,21.761830156307454,7.0,5,9.0,1971,0.319809354,B,B,25,4756,16,2857.0,5,8,B,162322.78401128948
14492,0,2.0,62.96215577391354,37.043238253777616,10.0,10,22.0,2007,0.319809354,B,B,25,4756,16,2857.0,5,8,B,334328.5902203312
8378,21,2.0,53.965898978287726,31.079694202425788,8.0,19,17.0,1995,0.034331497,B,B,25,5487,3,,0,4,B,271788.0071933646
4427,74,2.0,91.9731043755259,50.89031824854676,14.0,17,23.0,2010,0.371148999,B,B,34,7065,1,750.0,2,5,B,383841.928038505
455,70,3.0,72.74561437112334,44.347441742058706,8.0,18,22.0,1982,0.002211665,B,B,39,7614,3,,1,5,A,408096.4012791789
10083,1,3.0,85.84933953218057,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,306428.78625142964
11251,22,1.0,38.70469772701925,21.99360966996288,10.0,9,22.0,1991,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,215837.93518619105
15794,23,3.0,84.11329772859439,,1.0,2,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,187489.9514196116
9747,98,1.0,36.619478265465546,20.919622792189237,5.0,5,5.0,1962,0.195781053,B,B,23,5212,6,,3,2,B,165514.75643159472
16363,90,2.0,48.312778531440934,31.296186950639342,8.0,13,12.0,1971,0.265088676,B,B,37,5288,0,1937.0,3,2,B,200701.5196900732
12361,32,2.0,56.59899003240752,50.897239805974806,6.0,5,12.0,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B,238770.3612759979
15286,129,2.0,52.295748466475274,27.71614902281858,10.0,1,16.0,1983,0.460556389,B,B,20,4386,14,,1,5,B,274828.72553545807
14798,0,3.0,69.46284929292193,47.85532008337404,7.0,2,9.0,1973,0.006076152,B,B,30,5285,0,645.0,6,6,B,182373.32483135405
8974,54,2.0,90.14410635628307,91.79652219118437,1.0,10,9.0,2017,0.006076152,B,B,30,5285,0,645.0,6,6,B,502813.7726648614
2136,74,2.0,84.68773160202026,81.90555163617604,0.0,12,17.0,2017,0.075778755,B,B,6,1437,3,,0,2,B,243479.876105312
1958,55,1.0,42.49912908286633,21.16455605197646,10.0,16,22.0,1987,0.041365446,B,B,31,5569,0,,1,4,B,151976.07035832485
10541,101,2.0,43.59915912377025,33.84111314076314,4.0,2,5.0,1963,0.225824954,A,B,41,6558,7,1548.0,3,2,B,180026.27472052464
2457,138,1.0,34.14818671808891,24.110366821077672,5.0,9,9.0,1962,0.014423114,B,B,19,3806,4,,0,3,B,86647.80337071385
13779,66,1.0,56.83864164506545,22.42664316372609,14.0,14,17.0,2003,0.111627393,B,B,50,12238,8,1970.0,2,3,B,338588.2539418333
4111,3,2.0,48.379943517636725,30.593074538395143,6.0,6,12.0,1972,0.050900058,B,B,43,10621,1,30.0,2,3,B,183744.9522402997
12174,62,1.0,44.9548797184879,,0.0,8,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,133773.30172178228
1536,66,1.0,43.38387035556698,23.842388748655853,8.0,4,19.0,1997,0.111627393,B,B,50,12238,8,1970.0,2,3,B,218638.332450608
2574,159,2.0,43.439367121082604,29.328887896951198,6.0,5,8.0,1935,0.246623602,B,B,14,2940,45,,3,6,B,288674.66598856176
5810,8,1.0,43.488871048359115,19.146727692172185,8.0,8,14.0,2009,0.458174486,B,A,26,4439,1,1130.0,1,5,B,203558.79780449602
4617,27,1.0,40.78769821197169,24.479648821827865,10.0,8,19.0,2019,0.211401214,B,B,9,1892,0,,0,1,B,96245.51614622868
7185,50,2.0,39.57262702752751,26.557939777551702,5.0,7,9.0,1968,0.037316452,B,B,32,6748,93,562.0,4,10,B,242067.73485957985
2833,70,1.0,35.79476689875042,21.70136515041393,6.0,9,9.0,1977,0.002211665,B,B,39,7614,3,,1,5,A,155814.3480442097
9106,32,3.0,63.63439823539139,48.647834527246026,5.0,11,9.0,1972,0.135649789,B,B,46,7960,6,350.0,3,11,B,325461.157704322
3482,49,2.0,42.84224608019795,23.535359145650915,7.0,9,12.0,1973,0.020741326,B,B,24,5613,5,1340.0,2,5,B,218712.88802911676
